date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:14	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231896-60a63ebd-610d9604b1a66b6c;;;%22	https://gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/webfonts/fa-solid-900d41d.eot	(from https://gestao.co.in/assets/frontend/default/css/font-awesome.min.css)
12:27:14	79444/79444	---M--	200	added ('OK')	font/woff2	etag:%2213654-60a63ebf-cfe2b6ec483d6f61;;;%22	https://gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.woff2	(from https://gestao.co.in/assets/frontend/default/css/font-awesome.min.css)
12:27:15	103300/103300	---M--	200	added ('OK')	application/font-woff	etag:%2219384-60a63ebf-42f9fea89a936d19;;;%22	https://gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.woff	(from https://gestao.co.in/assets/frontend/default/css/font-awesome.min.css)
12:27:15	202616/202616	---M--	200	added ('OK')	application/x-font-ttf	etag:%2231778-60a63ebe-89a9364dda0005ed;;;%22	https://gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.ttf	(from https://gestao.co.in/assets/frontend/default/css/font-awesome.min.css)
12:27:15	897426/897426	---M-Z	200	added ('OK')	image/svg+xml	etag:%22db192-60a63ebe-23bf7d4bd116a871;gz%22	https://gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/webfonts/fa-solid-900.svg	(from https://gestao.co.in/assets/frontend/default/css/font-awesome.min.css)
12:27:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jun%202021%2006:57:15%20GMT	https://gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons.eot?-8is7zf	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons3869.eot	(from https://gestao.co.in/assets/frontend/default/css/set1.css)
12:27:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jun%202021%2006:57:16%20GMT	https://gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons.eot?	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/fonts/feathericons/feathericonsd41d.eot	(from https://gestao.co.in/assets/frontend/default/css/set1.css)
12:27:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jun%202021%2006:57:16%20GMT	https://gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons.woff?-8is7zf	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons3869.woff	(from https://gestao.co.in/assets/frontend/default/css/set1.css)
12:27:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jun%202021%2006:57:16%20GMT	https://gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons.ttf?-8is7zf	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons3869.ttf	(from https://gestao.co.in/assets/frontend/default/css/set1.css)
12:27:16	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jun%202021%2006:57:16%20GMT	https://gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons.svg?-8is7zf	C:/My%20Web%20Sites/Gestao%201/gestao.co.in/assets/frontend/default/fonts/feathericons/feathericons3869.svg	(from https://gestao.co.in/assets/frontend/default/css/set1.css)
